Attempt,PermitURL,CurrentTime,WithinRange,CurrentScheduledDay,EarliestAllowableDay,NextAvailableDay,SecondAvailableDay,ThirdAvailableDay,FourthAvailableDay
224,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:24,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
225,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:25,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
226,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:26,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
227,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:27,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
228,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:28,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
229,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:29,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
230,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:30,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
231,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:31,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
232,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:32,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
233,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:33,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
234,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:34,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
235,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:35,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
236,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:36,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
237,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:38,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
238,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:39,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
239,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:40,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
240,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:41,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
241,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:42,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
242,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:43,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
243,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:44,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
244,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:45,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
245,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:46,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
246,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:47,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
247,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:48,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
248,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:49,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
249,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:50,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
250,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:51,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
251,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:52,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
252,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:53,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
253,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:54,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
254,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:55,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
255,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:56,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
256,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:57,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
257,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:58,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
258,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 13:59,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
259,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:00,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
260,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:01,FALSE,11/13/2019,9/10/2019,11/22/2019,11/25/2019,11/26/2019,11/27/2019
261,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:03,TRUE,11/13/2019,9/10/2019,9/26/2019,11/25/2019,11/26/2019,11/27/2019
262,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:04,FALSE,9/26/2019,9/10/2019,9/9/2019,11/13/2019,11/25/2019,11/26/2019
263,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:05,FALSE,9/26/2019,9/10/2019,9/9/2019,11/13/2019,11/25/2019,11/26/2019
264,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:06,FALSE,9/26/2019,9/10/2019,9/9/2019,11/13/2019,11/25/2019,11/26/2019
265,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:07,FALSE,9/26/2019,9/10/2019,9/9/2019,11/13/2019,11/25/2019,11/26/2019
266,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:08,FALSE,9/26/2019,9/10/2019,9/9/2019,11/13/2019,11/25/2019,11/26/2019
267,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:09,FALSE,9/26/2019,9/10/2019,9/9/2019,11/13/2019,11/25/2019,11/26/2019
268,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:10,FALSE,9/26/2019,9/10/2019,11/13/2019,11/25/2019,11/26/2019,11/27/2019
269,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:11,FALSE,9/26/2019,9/10/2019,11/13/2019,11/25/2019,11/26/2019,11/27/2019
270,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:12,FALSE,9/26/2019,9/10/2019,11/13/2019,11/25/2019,11/26/2019,11/27/2019
271,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:13,FALSE,9/26/2019,9/10/2019,11/13/2019,11/25/2019,11/26/2019,11/27/2019
272,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:14,FALSE,9/26/2019,9/10/2019,8/13/2019,11/25/2019,11/26/2019,11/27/2019
273,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:15,FALSE,9/26/2019,9/10/2019,8/13/2019,11/25/2019,11/26/2019,11/27/2019
274,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:16,FALSE,9/26/2019,9/10/2019,8/13/2019,11/25/2019,11/26/2019,11/27/2019
275,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:17,FALSE,9/26/2019,9/10/2019,8/13/2019,11/25/2019,11/26/2019,11/27/2019
276,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:18,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
277,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:19,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
278,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:20,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
279,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:21,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
280,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:23,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
281,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:24,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
282,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:25,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
283,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:26,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
284,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:27,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
285,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:28,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
286,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:29,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
287,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:30,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
288,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:31,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
289,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:32,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
290,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:33,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
291,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:34,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
292,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:35,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
293,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:36,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
294,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:37,FALSE,9/26/2019,9/10/2019,9/9/2019,11/25/2019,11/26/2019,11/27/2019
295,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:38,FALSE,9/26/2019,9/10/2019,8/21/2019,11/25/2019,11/26/2019,11/27/2019
296,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:39,FALSE,9/26/2019,9/10/2019,8/21/2019,11/25/2019,11/26/2019,11/27/2019
297,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:40,FALSE,9/26/2019,9/10/2019,8/21/2019,11/25/2019,11/26/2019,11/27/2019
298,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:41,FALSE,9/26/2019,9/10/2019,8/21/2019,11/25/2019,11/26/2019,11/27/2019
299,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:42,FALSE,9/26/2019,9/10/2019,8/21/2019,11/25/2019,11/26/2019,11/27/2019
300,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:43,FALSE,9/26/2019,9/10/2019,8/21/2019,11/25/2019,11/26/2019,11/27/2019
301,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:44,FALSE,9/26/2019,9/10/2019,8/21/2019,11/25/2019,11/26/2019,11/27/2019
302,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:45,FALSE,9/26/2019,9/10/2019,8/21/2019,11/25/2019,11/26/2019,11/27/2019
303,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:46,FALSE,9/26/2019,9/10/2019,8/21/2019,11/25/2019,11/26/2019,11/27/2019
304,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:47,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
305,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:48,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
306,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:49,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
307,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:50,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
308,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:51,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
309,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:52,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
310,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:53,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
311,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:54,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
312,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:56,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
313,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:57,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
314,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:58,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
315,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=19DPD&capID2=00000&capID3=93039&agencyCode=SEATTLE,8/9/2019 14:59,FALSE,9/26/2019,9/10/2019,11/25/2019,11/26/2019,11/27/2019,12/2/2019
